bins	D_CDB_R1FCY_ROOT_R1	D_CDB_R2FCY_ROOT_R2	D_CDB_R4FCY_ROOT_R4	Fecal_1	Fecal_2	Fecal_3
Bin_0	1.4700738657602381	0.0	1.362302143467895	0.0	0.0	6.258956902120675
Bin_1	0.0	0.0	1.829282773462133	0.0	0.0	0.0
Bin_10	0.9916053966270152	1.762606613851965	0.0	0.0	0.0	0.0
Bin_11	9.094696638484997	23.30244912788787	17.9068732718234	0.0	0.0	0.42527237830339626
Bin_12	4.62628139208067	0.15299903952701413	0.3241967157687842	1.3548304763367853	0.1950645689423648	18.62271017491771
Bin_13	4.264787659665805	9.360255350323376	6.151268924759636	0.0	0.0	8.484749866989423
Bin_14	40.407404990264055	36.89455343395699	28.69017836351213	122.78403297757329	150.50540815276534	108.09842869695656
Bin_15	32.010911149922485	13.995328014113301	0.062226928891319304	0.5997012541204141	0.06651006225715615	0.4159395751458951
Bin_16	24.101515569553733	24.899902746772923	24.402249293604374	0.010205278725683217	0.002463050436607296	0.3080220528790762
Bin_17	84.20662537961381	86.18673189438061	100.96302970621888	1.2775534902542118	0.5335385459613182	7.8380455480182585
Bin_18	3.4292079193512035	5.833828376891014	6.3712550081147	0.00626567869057538	0.010642108100120402	0.09070867231606548
Bin_19	1.977051338046593	2.8362703628670385	1.1261703059790746	0.0	0.0201709052997233	0.059607353082358844
Bin_2	2.4001978882168724	1.8580543379315786	0.7381336160458587	0.0	0.0	0.0
Bin_20	61.31161306700608	67.98274712936475	79.08843099360776	0.0	0.038374735765778205	0.084370031994032
Bin_21	7.206590597599289	0.5728750435815988	0.6659524199830744	0.00020943011213747333	0.0014320686576472397	0.00014593521196515043
Bin_22	13.805767627415017	7.005358689429383	0.15741153072184572	32.66770802783716	42.51630632189298	31.408612101510293
Bin_23	2.786687619787767	3.83746463768206	0.002258830669283016	0.01684981472250182	0.0034937326215863963	0.02560163956062552
Bin_24	42.441834632914045	20.621602030979624	9.811679802075655	0.004167753624020521	0.004232785975853742	0.06750455042519868
Bin_25	5.7512594560803745	6.037104753785948	5.562345112833381	0.03197230559605644	0.06698138291688945	5.184568909639462
Bin_26	2.909254429834582	2.9763725266478342	3.1165011309012427	0.0	0.00010866247251641189	0.0
Bin_27	8.935591211747782	0.13678381168700934	0.222459410109239	0.0032072766501828882	0.7124759357603687	0.10403007242576187
Bin_28	1.0775912397416663	0.959565682662271	4.020041764093224	0.0014861322217708044	0.0032163701596393053	0.003625394556197742
Bin_29	131.7293864127143	126.80496720973971	111.11035119258595	0.010205151857842609	0.00926314168351505	1.2971149164842282
Bin_3	109.38136514258886	105.38259075556657	92.89225136183501	0.032009540384490054	0.01315182749511213	0.8780234080864999
Bin_30	16.89063515081142	28.49853318110086	20.393565468754122	0.013048850904308717	0.01164666056812477	0.1517636132755665
Bin_31	4.062745812458581	6.239800016160061	13.585193081194426	0.0	0.0	0.1432931701928292
Bin_32	51.48394157889583	60.34728042002736	53.05687318440341	8.596948855661047	15.741688611727183	8.90644746782128
Bin_33	1049.1065188947166	0.5871361358282193	0.8815787305808284	0.6753850079424746	8.302936399332575	4.206937718139885
Bin_34	13.472812795016244	12.286079869975694	9.756153931132552	0.018252092677367993	0.1486685528592196	0.48739598750454516
Bin_35	3.3361536339782742	3.868905410729019	3.7411621244886364	0.0015015211919093558	0.006027618153620243	0.00026305144419135697
Bin_36	4.641917651424213	6.447650631309937	12.539667946315502	0.04123369184052626	0.09321304870249385	0.07099306400420469
Bin_37	865.0340708225486	1292.076492139705	481.44021609635274	3911.16210483594	4592.269150883752	3444.8327360192116
Bin_38	15.679866834502514	0.4267537539837819	0.021644454714335078	0.0	0.0	0.0
Bin_39	0.0	24.346860050694417	0.0	0.11916161660903589	0.05453583781443828	5.072953860700638
Bin_4	4.406700134100983	0.7270117435907993	1.1935151512284035	0.004147499728072586	0.0	0.004148133525680557
Bin_40	15.69287244971855	1.03028685289613	1.0895170803287408	0.0030056826603580174	0.0015215127240011785	0.0010102038774586668
Bin_41	0.45706597101832147	2.0656263119922347	3.6199626170654606	0.0	0.0	0.0
Bin_42	0.0	1.186141220317733	3.838368334014858	0.0	0.0	0.0
Bin_43	0.730354059007209	3.087393676884574	0.6012149581949403	0.0007390698916502741	0.00037733597573671714	0.0
Bin_44	0.3812410438820849	0.27165480331290165	207.9676703675599	0.0	0.0	0.0
Bin_45	0.6941890525097427	0.1987293927817411	294.8784183852463	1.0770956540563394	0.9971364641461432	1.6910835013498733
Bin_46	10.440170287222934	5.043360660547691	14.194657085262772	0.0	0.0	0.0
Bin_47	27.13802667337605	3.359350686968062	0.02628795364738972	164.06202019252785	322.4444829903796	170.68637537142607
Bin_48	0.5938834234832113	12.590045412519842	0.9800823238646482	0.05102227859195898	0.041217297406753305	0.010618067094170484
Bin_49	4.5726764627047585	16.38875310592953	5.053541965688111	0.0	0.0	0.0
Bin_5	0.01950794126170709	49.05887202879751	0.011713514215876858	0.02010598710448861	0.008318280960151882	0.009387536661092473
Bin_50	38.208317354982334	46.72005427337425	27.715933890497194	0.0	0.0	0.06628773269697497
Bin_51	29.646197460503558	0.8781568885097627	0.7750871945680329	4.69529923259841	4.769637565158372	13.683418489448908
Bin_52	0.11986727049733989	45.30254657100225	0.10510141924501668	17.702369869673728	20.09721818325437	15.04051687364969
Bin_53	9.081574593845662	14.352117204832508	8.936920489149403	0.18642044432547555	0.24051845767743266	14.677829688444907
Bin_54	0.0	0.0	1.820395288981133	153.695117338267	219.5315639964126	116.17469975735558
Bin_55	0.0	0.9173138897747433	2.3352452345889976	0.0	0.0	0.0
Bin_56	0.0	0.30998947786679387	713.3748889995409	0.12521920633767328	0.12557743516792114	0.1770088486726549
Bin_57	0.45675920599436365	0.721975520340647	3.197013880131149	0.0	0.0	0.15934941715400877
Bin_58	0.05501822053894216	42.57933813750115	0.04342614230144977	0.10292863556528174	0.14037481097793378	0.023661350123552815
Bin_59	34.6208109112294	27.66165889485383	64.57774878974016	0.0018452634047886939	0.0017273431489712202	0.0
Bin_6	11.185806648276726	18.210311991700575	19.365960367898147	0.14708201587827813	0.13009290899069462	1.0506938024623032
